"Accession.New","MouseGeneName","ProteinID","Description","Sample1","Sample2","Sample3","Sample4","Sample5","10lgP","UniquePeptide","Accession.Number.ori","Accession.Number"
"IPO4_MOUSE","Ipo4","Q8VI75","Importin-4 OS=Mus musculus GN=Ipo4 PE=1 SV=1",5,4,2,1,1,192.06,7,"Q8VI75|IPO4_MOUSE","IPO4_MOUSE"
"RL10A_MOUSE","Rpl10a","P53026","60S ribosomal protein L10a OS=Mus musculus GN=Rpl10a PE=1 SV=3",2,3,3,5,6,192.02,7,"P53026|RL10A_MOUSE","RL10A_MOUSE"
"FRIL1_MOUSE","Ftl1","P29391","Ferritin light chain 1 OS=Mus musculus GN=Ftl1 PE=1 SV=2",3,5,4,6,6,191.23,4,"P29391|FRIL1_MOUSE","FRIL1_MOUSE"
"UCHL1_MOUSE","Uchl1","Q9R0P9","Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Mus musculus GN=Uchl1 PE=1 SV=1",4,1,1,1,3,191.05,5,"Q9R0P9|UCHL1_MOUSE","UCHL1_MOUSE"
"PA2G4_MOUSE","Pa2g4","P50580","Proliferation-associated protein 2G4 OS=Mus musculus GN=Pa2g4 PE=1 SV=3",4,1,4,6,5,190.93,7,"P50580|PA2G4_MOUSE","PA2G4_MOUSE"
"HEM2_MOUSE","Alad","P10518","Delta-aminolevulinic acid dehydratase OS=Mus musculus GN=Alad PE=1 SV=1",3,4,3,3,2,190.92,5,"P10518|HEM2_MOUSE","HEM2_MOUSE"
"RAB2A_MOUSE","Rab2a","P53994","Ras-related protein Rab-2A OS=Mus musculus GN=Rab2a PE=1 SV=1",5,6,5,5,6,190.79,8,"P53994|RAB2A_MOUSE","RAB2A_MOUSE"
"SGPL1_MOUSE","Sgpl1","Q8R0X7","Sphingosine-1-phosphate lyase 1 OS=Mus musculus GN=Sgpl1 PE=1 SV=1",4,2,4,3,3,190.4,7,"Q8R0X7|SGPL1_MOUSE","SGPL1_MOUSE"
"ADAS_MOUSE","Agps","Q8C0I1","Alkyldihydroxyacetonephosphate synthase  peroxisomal OS=Mus musculus GN=Agps PE=1 SV=1",2,3,3,3,3,190.2,4,"Q8C0I1|ADAS_MOUSE","ADAS_MOUSE"
"CYB5_MOUSE","Cyb5a","P56395","Cytochrome b5 OS=Mus musculus GN=Cyb5a PE=1 SV=2",5,4,6,3,6,189.83,4,"P56395|CYB5_MOUSE","CYB5_MOUSE"
"SNAA_MOUSE","Napa","Q9DB05","Alpha-soluble NSF attachment protein OS=Mus musculus GN=Napa PE=1 SV=1",3,2,2,2,2,189.82,3,"Q9DB05|SNAA_MOUSE","SNAA_MOUSE"
"HXK2_MOUSE","Hk2","O08528","Hexokinase-2 OS=Mus musculus GN=Hk2 PE=1 SV=1",1,4,3,2,6,189.79,7,"O08528|HXK2_MOUSE","HXK2_MOUSE"
"FN3C1_MOUSE","Fndc3c1","Q6DFV6","Fibronectin type III domain containing protein 3C1 OS=Mus musculus GN=Fndc3c1 PE=2 SV=1",3,2,2,6,3,189.41,6,"Q6DFV6|FN3C1_MOUSE","FN3C1_MOUSE"
"PPIC_MOUSE","Ppic","P30412","Peptidyl-prolyl cis-trans isomerase C OS=Mus musculus GN=Ppic PE=1 SV=1",6,3,0,3,3,189.27,6,"P30412|PPIC_MOUSE","PPIC_MOUSE"
"IF4H_MOUSE","Eif4h","Q9WUK2","Eukaryotic translation initiation factor 4H OS=Mus musculus GN=Eif4h PE=1 SV=3",2,3,2,2,2,188.98,4,"Q9WUK2|IF4H_MOUSE","IF4H_MOUSE"
"ODO2_MOUSE","Dlst","Q9D2G2","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex  mitochondrial OS=Mus musculus GN=Dlst PE=1 SV=1",5,6,2,4,4,188.92,6,"Q9D2G2|ODO2_MOUSE","ODO2_MOUSE"
"ETFB_MOUSE","Etfb","Q9DCW4","Electron transfer flavoprotein subunit beta OS=Mus musculus GN=Etfb PE=1 SV=3",6,6,4,6,3,188.66,6,"Q9DCW4|ETFB_MOUSE","ETFB_MOUSE"
"GBP2_MOUSE","Gbp2","Q9Z0E6","Guanylate-binding protein 2 OS=Mus musculus GN=Gbp2 PE=1 SV=1",5,4,1,1,4,188.64,6,"Q9Z0E6|GBP2_MOUSE","GBP2_MOUSE"
"PARK7_MOUSE","Park7","Q99LX0","Protein/nucleic acid deglycase DJ-1 OS=Mus musculus GN=Park7 PE=1 SV=1",4,4,4,3,4,188.57,5,"Q99LX0|PARK7_MOUSE","PARK7_MOUSE"
"S10A6_MOUSE","S100a6","P14069","Protein S100-A6 OS=Mus musculus GN=S100a6 PE=1 SV=3",6,0,2,4,5,188.27,9,"P14069|S10A6_MOUSE","S10A6_MOUSE"
"IPYR_MOUSE","Ppa1","Q9D819","Inorganic pyrophosphatase OS=Mus musculus GN=Ppa1 PE=1 SV=1",3,2,1,3,2,188.25,4,"Q9D819|IPYR_MOUSE","IPYR_MOUSE"
"RCN1_MOUSE","Rcn1","Q05186","Reticulocalbin-1 OS=Mus musculus GN=Rcn1 PE=1 SV=1",3,5,0,3,3,188.23,6,"Q05186|RCN1_MOUSE","RCN1_MOUSE"
"AIMP1_MOUSE","Aimp1","P31230","Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Mus musculus GN=Aimp1 PE=1 SV=2",3,2,0,4,4,187.9,7,"P31230|AIMP1_MOUSE","AIMP1_MOUSE"
"RAC1_MOUSE","Rac1","P63001","Ras-related C3 botulinum toxin substrate 1 OS=Mus musculus GN=Rac1 PE=1 SV=1",2,2,3,1,4,187.8,7,"P63001|RAC1_MOUSE","RAC1_MOUSE"
"PGRC2_MOUSE","Pgrmc2","Q80UU9","Membrane-associated progesterone receptor component 2 OS=Mus musculus GN=Pgrmc2 PE=1 SV=2",2,1,3,3,2,187.77,3,"Q80UU9|PGRC2_MOUSE","PGRC2_MOUSE"
"P5CS_MOUSE","Aldh18a1","Q9Z110","Delta-1-pyrroline-5-carboxylate synthase OS=Mus musculus GN=Aldh18a1 PE=1 SV=2",3,2,3,1,2,187.75,8,"Q9Z110|P5CS_MOUSE","P5CS_MOUSE"
"CYTB_MOUSE","Cstb","Q62426","Cystatin-B OS=Mus musculus GN=Cstb PE=1 SV=1",4,5,6,6,7,187.72,6,"Q62426|CYTB_MOUSE","CYTB_MOUSE"
"ADK_MOUSE","Adk","P55264","Adenosine kinase OS=Mus musculus GN=Adk PE=1 SV=2",5,3,1,3,3,187.43,6,"P55264|ADK_MOUSE","ADK_MOUSE"
"AMPB_MOUSE","Rnpep","Q8VCT3","Aminopeptidase B OS=Mus musculus GN=Rnpep PE=1 SV=2",2,2,0,2,3,186.86,6,"Q8VCT3|AMPB_MOUSE","AMPB_MOUSE"
"PSB3_MOUSE","Psmb3","Q9R1P1","Proteasome subunit beta type-3 OS=Mus musculus GN=Psmb3 PE=1 SV=1",4,3,2,4,3,186.79,6,"Q9R1P1|PSB3_MOUSE","PSB3_MOUSE"
"GALE_MOUSE","Gale","Q8R059","UDP-glucose 4-epimerase OS=Mus musculus GN=Gale PE=1 SV=1",4,0,6,2,2,186.77,6,"Q8R059|GALE_MOUSE","GALE_MOUSE"
"PSA4_MOUSE","Psma4","Q9R1P0","Proteasome subunit alpha type-4 OS=Mus musculus GN=Psma4 PE=1 SV=1",5,5,3,5,5,186.63,4,"Q9R1P0|PSA4_MOUSE","PSA4_MOUSE"
"DBNL_MOUSE","Dbnl","Q62418","Drebrin-like protein OS=Mus musculus GN=Dbnl PE=1 SV=2",2,4,4,2,2,186.41,4,"Q62418|DBNL_MOUSE","DBNL_MOUSE"
"RALY_MOUSE","Raly","Q64012","RNA-binding protein Raly OS=Mus musculus GN=Raly PE=1 SV=3",6,3,4,4,2,186.31,5,"Q64012|RALY_MOUSE","RALY_MOUSE"
"CAZA1_MOUSE","Capza1","P47753","F-actin-capping protein subunit alpha-1 OS=Mus musculus GN=Capza1 PE=1 SV=4",5,4,3,5,5,186.3,3,"P47753|CAZA1_MOUSE","CAZA1_MOUSE"
"STAT3_MOUSE","Stat3","P42227","Signal transducer and activator of transcription 3 OS=Mus musculus GN=Stat3 PE=1 SV=2",3,3,2,2,1,186.29,5,"P42227|STAT3_MOUSE","STAT3_MOUSE"
"PDXD1_MOUSE","Pdxdc1","Q99K01","Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Mus musculus GN=Pdxdc1 PE=1 SV=2",2,1,2,3,0,185.98,7,"Q99K01|PDXD1_MOUSE","PDXD1_MOUSE"
"CSN7A_MOUSE","Cops7a","Q9CZ04","COP9 signalosome complex subunit 7a OS=Mus musculus GN=Cops7a PE=1 SV=2",3,2,1,1,2,185.62,5,"Q9CZ04|CSN7A_MOUSE","CSN7A_MOUSE"
"GDIR2_MOUSE","Arhgdib","Q61599","Rho GDP-dissociation inhibitor 2 OS=Mus musculus GN=Arhgdib PE=1 SV=3",3,1,1,1,3,185.42,4,"Q61599|GDIR2_MOUSE","GDIR2_MOUSE"
"1433S_MOUSE","Sfn","O70456","14-3-3 protein sigma OS=Mus musculus GN=Sfn PE=1 SV=2",4,5,4,6,8,185.32,3,"O70456|1433S_MOUSE","1433S_MOUSE"
"DECR_MOUSE","Decr1","Q9CQ62","2 4-dienoyl-CoA reductase  mitochondrial OS=Mus musculus GN=Decr1 PE=1 SV=1",4,3,5,3,2,185.28,8,"Q9CQ62|DECR_MOUSE","DECR_MOUSE"
"LPPRC_MOUSE","Lrpprc","Q6PB66","Leucine-rich PPR motif-containing protein  mitochondrial OS=Mus musculus GN=Lrpprc PE=1 SV=2",5,2,1,2,3,184.78,7,"Q6PB66|LPPRC_MOUSE","LPPRC_MOUSE"
"LASP1_MOUSE","Lasp1","Q61792","LIM and SH3 domain protein 1 OS=Mus musculus GN=Lasp1 PE=1 SV=1",3,4,1,2,5,184.64,7,"Q61792|LASP1_MOUSE","LASP1_MOUSE"
"NU155_MOUSE","Nup155","Q99P88","Nuclear pore complex protein Nup155 OS=Mus musculus GN=Nup155 PE=1 SV=1",3,3,3,3,4,184.54,5,"Q99P88|NU155_MOUSE","NU155_MOUSE"
"PAIRB_MOUSE","Serbp1","Q9CY58","Plasminogen activator inhibitor 1 RNA-binding protein OS=Mus musculus GN=Serbp1 PE=1 SV=2",1,6,2,2,5,184.28,5,"Q9CY58|PAIRB_MOUSE","PAIRB_MOUSE"
"BAG3_MOUSE","Bag3","Q9JLV1","BAG family molecular chaperone regulator 3 OS=Mus musculus GN=Bag3 PE=1 SV=2",3,3,2,2,2,184.25,5,"Q9JLV1|BAG3_MOUSE","BAG3_MOUSE"
"DHB11_MOUSE","Hsd17b11","Q9EQ06","Estradiol 17-beta-dehydrogenase 11 OS=Mus musculus GN=Hsd17b11 PE=1 SV=1",5,2,6,3,2,184.24,7,"Q9EQ06|DHB11_MOUSE","DHB11_MOUSE"
"MARE1_MOUSE","Mapre1","Q61166","Microtubule-associated protein RP/EB family member 1 OS=Mus musculus GN=Mapre1 PE=1 SV=3",4,4,3,5,2,184.08,4,"Q61166|MARE1_MOUSE","MARE1_MOUSE"
"RL17_MOUSE","Rpl17","Q9CPR4","60S ribosomal protein L17 OS=Mus musculus GN=Rpl17 PE=1 SV=3",6,2,4,2,2,183.98,5,"Q9CPR4|RL17_MOUSE","RL17_MOUSE"
"MIF_MOUSE","Mif","P34884","Macrophage migration inhibitory factor OS=Mus musculus GN=Mif PE=1 SV=2",4,4,0,6,10,183.86,6,"P34884|MIF_MOUSE","MIF_MOUSE"
"GFPT2_MOUSE","Gfpt2","Q9Z2Z9","Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 OS=Mus musculus GN=Gfpt2 PE=1 SV=3",1,3,0,3,2,183.85,2,"Q9Z2Z9|GFPT2_MOUSE","GFPT2_MOUSE"
"PARVA_MOUSE","Parva","Q9EPC1","Alpha-parvin OS=Mus musculus GN=Parva PE=1 SV=1",6,2,4,4,3,183.63,6,"Q9EPC1|PARVA_MOUSE","PARVA_MOUSE"
"TMEDA_MOUSE","Tmed10","Q9D1D4","Transmembrane emp24 domain-containing protein 10 OS=Mus musculus GN=Tmed10 PE=1 SV=1",4,3,4,5,5,183.5,5,"Q9D1D4|TMEDA_MOUSE","TMEDA_MOUSE"
"CHCH2_MOUSE","Chchd2","Q9D1L0","Coiled-coil-helix-coiled-coil-helix domain-containing protein 2 OS=Mus musculus GN=Chchd2 PE=2 SV=1",1,2,4,3,4,183.17,4,"Q9D1L0|CHCH2_MOUSE","CHCH2_MOUSE"
"APEX1_MOUSE","Apex1","P28352","DNA-(apurinic or apyrimidinic site) lyase OS=Mus musculus GN=Apex1 PE=1 SV=2",5,1,2,1,2,182.89,5,"P28352|APEX1_MOUSE","APEX1_MOUSE"
"PTBP3_MOUSE","Ptbp3","Q8BHD7","Polypyrimidine tract-binding protein 3 OS=Mus musculus GN=Ptbp3 PE=1 SV=1",4,3,5,4,6,182.13,4,"Q8BHD7|PTBP3_MOUSE","PTBP3_MOUSE"
"NNRE_MOUSE","Naxe","Q8K4Z3","NAD(P)H-hydrate epimerase OS=Mus musculus GN=Naxe PE=1 SV=1",3,1,3,1,2,181.98,5,"Q8K4Z3|NNRE_MOUSE","NNRE_MOUSE"
"FETUA_MOUSE","Ahsg","P29699","Alpha-2-HS-glycoprotein OS=Mus musculus GN=Ahsg PE=1 SV=1",3,6,1,2,2,181.81,4,"P29699|FETUA_MOUSE","FETUA_MOUSE"
"SERC_MOUSE","Psat1","Q99K85","Phosphoserine aminotransferase OS=Mus musculus GN=Psat1 PE=1 SV=1",6,3,2,1,1,181.45,5,"Q99K85|SERC_MOUSE","SERC_MOUSE"
"RBBP7_MOUSE","Rbbp7","Q60973","Histone-binding protein RBBP7 OS=Mus musculus GN=Rbbp7 PE=1 SV=1",2,3,4,4,5,181.33,3,"Q60973|RBBP7_MOUSE","RBBP7_MOUSE"
"PP2AB_MOUSE","Ppp2cb","P62715","Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform OS=Mus musculus GN=Ppp2cb PE=1 SV=1",4,5,2,3,2,181.28,5,"P62715|PP2AB_MOUSE","PP2AB_MOUSE"
"ITA5_MOUSE","Itga5","P11688","Integrin alpha-5 OS=Mus musculus GN=Itga5 PE=1 SV=3",2,2,1,2,3,181.05,7,"P11688|ITA5_MOUSE","ITA5_MOUSE"
"SNX2_MOUSE","Snx2","Q9CWK8","Sorting nexin-2 OS=Mus musculus GN=Snx2 PE=1 SV=2",2,5,2,2,3,181.03,7,"Q9CWK8|SNX2_MOUSE","SNX2_MOUSE"
"H2B1M_MOUSE","Hist1h2bm","P10854","Histone H2B type 1-M OS=Mus musculus GN=Hist1h2bm PE=1 SV=2",27,22,16,23,26,180.74,11,"P10854|H2B1M_MOUSE","H2B1M_MOUSE"
"H2B1P_MOUSE","Hist1h2bp","Q8CGP2","Histone H2B type 1-P OS=Mus musculus GN=Hist1h2bp PE=1 SV=3",27,22,16,23,26,180.74,11,"Q8CGP2|H2B1P_MOUSE","H2B1P_MOUSE"
"H2B1K_MOUSE","Hist1h2bk","Q8CGP1","Histone H2B type 1-K OS=Mus musculus GN=Hist1h2bk PE=1 SV=3",27,22,16,23,26,180.74,11,"Q8CGP1|H2B1K_MOUSE","H2B1K_MOUSE"
"H2B2B_MOUSE","Hist2h2bb","Q64525","Histone H2B type 2-B OS=Mus musculus GN=Hist2h2bb PE=1 SV=3",27,22,16,23,26,180.74,11,"Q64525|H2B2B_MOUSE","H2B2B_MOUSE"
"H2B1H_MOUSE","Hist1h2bh","Q64478","Histone H2B type 1-H OS=Mus musculus GN=Hist1h2bh PE=1 SV=3",27,22,16,23,26,180.74,11,"Q64478|H2B1H_MOUSE","H2B1H_MOUSE"
"H2B1C_MOUSE","Hist1h2bc","Q6ZWY9","Histone H2B type 1-C/E/G OS=Mus musculus GN=Hist1h2bc PE=1 SV=3",27,22,16,23,26,180.74,11,"Q6ZWY9|H2B1C_MOUSE","H2B1C_MOUSE"
"H2B1F_MOUSE","Hist1h2bf","P10853","Histone H2B type 1-F/J/L OS=Mus musculus GN=Hist1h2bf PE=1 SV=2",27,22,16,23,26,180.74,11,"P10853|H2B1F_MOUSE","H2B1F_MOUSE"
"H2B1B_MOUSE","Hist1h2bb","Q64475","Histone H2B type 1-B OS=Mus musculus GN=Hist1h2bb PE=1 SV=3",27,22,16,23,26,180.74,11,"Q64475|H2B1B_MOUSE","H2B1B_MOUSE"
"MYO1B_MOUSE","Myo1b","P46735","Unconventional myosin-Ib OS=Mus musculus GN=Myo1b PE=1 SV=3",6,3,3,4,3,180.71,7,"P46735|MYO1B_MOUSE","MYO1B_MOUSE"
"RS6_MOUSE","Rps6","P62754","40S ribosomal protein S6 OS=Mus musculus GN=Rps6 PE=1 SV=1",4,2,2,4,5,180.31,6,"P62754|RS6_MOUSE","RS6_MOUSE"
"IMDH2_MOUSE","Impdh2","P24547","Inosine-5'-monophosphate dehydrogenase 2 OS=Mus musculus GN=Impdh2 PE=1 SV=2",3,1,1,4,2,180.05,10,"P24547|IMDH2_MOUSE","IMDH2_MOUSE"
"AL3A2_MOUSE","Aldh3a2","P47740","Fatty aldehyde dehydrogenase OS=Mus musculus GN=Aldh3a2 PE=1 SV=2",4,4,5,4,6,180.02,7,"P47740|AL3A2_MOUSE","AL3A2_MOUSE"
"PSA1_MOUSE","Psma1","Q9R1P4","Proteasome subunit alpha type-1 OS=Mus musculus GN=Psma1 PE=1 SV=1",5,5,2,2,2,180,6,"Q9R1P4|PSA1_MOUSE","PSA1_MOUSE"
"TM165_MOUSE","Tmem165","P52875","Transmembrane protein 165 OS=Mus musculus GN=Tmem165 PE=1 SV=2",1,0,1,1,1,179.94,3,"P52875|TM165_MOUSE","TM165_MOUSE"
"CO6A2_MOUSE","Col6a2","Q02788","Collagen alpha-2(VI) chain OS=Mus musculus GN=Col6a2 PE=1 SV=3",3,3,0,3,4,179.77,7,"Q02788|CO6A2_MOUSE","CO6A2_MOUSE"
"MK03_MOUSE","Mapk3","Q63844","Mitogen-activated protein kinase 3 OS=Mus musculus GN=Mapk3 PE=1 SV=5",3,0,1,3,1,179.66,2,"Q63844|MK03_MOUSE","MK03_MOUSE"
"MATR3_MOUSE","Matr3","Q8K310","Matrin-3 OS=Mus musculus GN=Matr3 PE=1 SV=1",3,3,3,1,1,179.62,6,"Q8K310|MATR3_MOUSE","MATR3_MOUSE"
"THIM_MOUSE","Acaa2","Q8BWT1","3-ketoacyl-CoA thiolase  mitochondrial OS=Mus musculus GN=Acaa2 PE=1 SV=3",2,0,1,3,2,179.31,4,"Q8BWT1|THIM_MOUSE","THIM_MOUSE"
"PRRC1_MOUSE","Prrc1","Q3UPH1","Protein PRRC1 OS=Mus musculus GN=Prrc1 PE=1 SV=1",3,3,2,3,2,179.29,6,"Q3UPH1|PRRC1_MOUSE","PRRC1_MOUSE"
"SCMC1_MOUSE","Slc25a24","Q8BMD8","Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Mus musculus GN=Slc25a24 PE=1 SV=1",2,0,5,2,5,179.07,6,"Q8BMD8|SCMC1_MOUSE","SCMC1_MOUSE"
"CBX1_MOUSE","Cbx1","P83917","Chromobox protein homolog 1 OS=Mus musculus GN=Cbx1 PE=1 SV=1",2,0,2,2,3,179.05,4,"P83917|CBX1_MOUSE","CBX1_MOUSE"
"ACTZ_MOUSE","Actr1a","P61164","Alpha-centractin OS=Mus musculus GN=Actr1a PE=1 SV=1",5,1,2,0,1,178.8,3,"P61164|ACTZ_MOUSE","ACTZ_MOUSE"
"KCY_MOUSE","Cmpk1","Q9DBP5","UMP-CMP kinase OS=Mus musculus GN=Cmpk1 PE=1 SV=1",5,1,5,3,2,178.77,6,"Q9DBP5|KCY_MOUSE","KCY_MOUSE"
"PSA5_MOUSE","Psma5","Q9Z2U1","Proteasome subunit alpha type-5 OS=Mus musculus GN=Psma5 PE=1 SV=1",5,3,1,4,2,178.5,5,"Q9Z2U1|PSA5_MOUSE","PSA5_MOUSE"
"CDC37_MOUSE","Cdc37","Q61081","Hsp90 co-chaperone Cdc37 OS=Mus musculus GN=Cdc37 PE=1 SV=1",3,3,2,1,4,178.37,3,"Q61081|CDC37_MOUSE","CDC37_MOUSE"
"RALB_MOUSE","Ralb","Q9JIW9","Ras-related protein Ral-B OS=Mus musculus GN=Ralb PE=1 SV=1",3,6,1,3,2,178.31,4,"Q9JIW9|RALB_MOUSE","RALB_MOUSE"
"ISG15_MOUSE","Isg15","Q64339","Ubiquitin-like protein ISG15 OS=Mus musculus GN=Isg15 PE=1 SV=4",2,2,0,2,5,177.87,6,"Q64339|ISG15_MOUSE","ISG15_MOUSE"
"PSMD4_MOUSE","Psmd4","O35226","26S proteasome non-ATPase regulatory subunit 4 OS=Mus musculus GN=Psmd4 PE=1 SV=1",2,2,2,2,2,177.76,5,"O35226|PSMD4_MOUSE","PSMD4_MOUSE"
"G6PE_MOUSE","H6pd","Q8CFX1","GDH/6PGL endoplasmic bifunctional protein OS=Mus musculus GN=H6pd PE=1 SV=2",1,2,4,0,3,177.7,7,"Q8CFX1|G6PE_MOUSE","G6PE_MOUSE"
"NAA15_MOUSE","Naa15","Q80UM3","N-alpha-acetyltransferase 15  NatA auxiliary subunit OS=Mus musculus GN=Naa15 PE=1 SV=1",3,1,2,3,2,177.43,4,"Q80UM3|NAA15_MOUSE","NAA15_MOUSE"
"OTUB1_MOUSE","Otub1","Q7TQI3","Ubiquitin thioesterase OTUB1 OS=Mus musculus GN=Otub1 PE=1 SV=2",7,2,3,2,3,177.42,6,"Q7TQI3|OTUB1_MOUSE","OTUB1_MOUSE"
"MAP1B_MOUSE","Map1b","P14873","Microtubule-associated protein 1B OS=Mus musculus GN=Map1b PE=1 SV=2",3,1,1,0,1,177.42,5,"P14873|MAP1B_MOUSE","MAP1B_MOUSE"
"LY6C1_MOUSE","Ly6c1","P0CW02","Lymphocyte antigen 6C1 OS=Mus musculus GN=Ly6c1 PE=2 SV=1",1,2,3,4,3,177.31,5,"P0CW02|LY6C1_MOUSE","LY6C1_MOUSE"
"FABP4_MOUSE","Fabp4","P04117","Fatty acid-binding protein  adipocyte OS=Mus musculus GN=Fabp4 PE=1 SV=3",4,3,3,4,5,177.29,7,"P04117|FABP4_MOUSE","FABP4_MOUSE"
"PSB2_MOUSE","Psmb2","Q9R1P3","Proteasome subunit beta type-2 OS=Mus musculus GN=Psmb2 PE=1 SV=1",5,3,3,4,6,176.93,6,"Q9R1P3|PSB2_MOUSE","PSB2_MOUSE"
"RBM3_MOUSE","Rbm3","O89086","RNA-binding protein 3 OS=Mus musculus GN=Rbm3 PE=1 SV=1",3,3,2,2,3,176.86,3,"O89086|RBM3_MOUSE","RBM3_MOUSE"
"XDH_MOUSE","Xdh","Q00519","Xanthine dehydrogenase/oxidase OS=Mus musculus GN=Xdh PE=1 SV=5",4,2,2,2,3,176.8,6,"Q00519|XDH_MOUSE","XDH_MOUSE"
"IDHC_MOUSE","Idh1","O88844","Isocitrate dehydrogenase [NADP] cytoplasmic OS=Mus musculus GN=Idh1 PE=1 SV=2",5,5,3,6,4,176.47,6,"O88844|IDHC_MOUSE","IDHC_MOUSE"
"RUVB1_MOUSE","Ruvbl1","P60122","RuvB-like 1 OS=Mus musculus GN=Ruvbl1 PE=1 SV=1",3,2,1,1,1,176.36,5,"P60122|RUVB1_MOUSE","RUVB1_MOUSE"
"F10A1_MOUSE","St13","Q99L47","Hsc70-interacting protein OS=Mus musculus GN=St13 PE=1 SV=1",4,4,2,1,3,176.22,6,"Q99L47|F10A1_MOUSE","F10A1_MOUSE"
"SFXN3_MOUSE","Sfxn3","Q91V61","Sideroflexin-3 OS=Mus musculus GN=Sfxn3 PE=1 SV=1",3,1,3,4,4,176.2,4,"Q91V61|SFXN3_MOUSE","SFXN3_MOUSE"
"STK24_MOUSE","Stk24","Q99KH8","Serine/threonine-protein kinase 24 OS=Mus musculus GN=Stk24 PE=1 SV=1",6,1,2,1,2,176.02,3,"Q99KH8|STK24_MOUSE","STK24_MOUSE"
"ERF1_MOUSE","Etf1","Q8BWY3","Eukaryotic peptide chain release factor subunit 1 OS=Mus musculus GN=Etf1 PE=1 SV=4",5,1,3,3,2,175.99,6,"Q8BWY3|ERF1_MOUSE","ERF1_MOUSE"
"VATH_MOUSE","Atp6v1h","Q8BVE3","V-type proton ATPase subunit H OS=Mus musculus GN=Atp6v1h PE=1 SV=1",4,3,3,3,3,175.93,4,"Q8BVE3|VATH_MOUSE","VATH_MOUSE"
"CHDH_MOUSE","Chdh","Q8BJ64","Choline dehydrogenase  mitochondrial OS=Mus musculus GN=Chdh PE=1 SV=1",3,2,6,2,1,175.89,7,"Q8BJ64|CHDH_MOUSE","CHDH_MOUSE"
"CATA_MOUSE","Cat","P24270","Catalase OS=Mus musculus GN=Cat PE=1 SV=4",5,0,2,5,4,175.55,7,"P24270|CATA_MOUSE","CATA_MOUSE"
"TMOD3_MOUSE","Tmod3","Q9JHJ0","Tropomodulin-3 OS=Mus musculus GN=Tmod3 PE=1 SV=1",2,2,0,3,2,175.45,5,"Q9JHJ0|TMOD3_MOUSE","TMOD3_MOUSE"
"RL23_MOUSE","Rpl23","P62830","60S ribosomal protein L23 OS=Mus musculus GN=Rpl23 PE=1 SV=1",3,3,3,5,6,174.65,5,"P62830|RL23_MOUSE","RL23_MOUSE"
"ODPB_MOUSE","Pdhb","Q9D051","Pyruvate dehydrogenase E1 component subunit beta  mitochondrial OS=Mus musculus GN=Pdhb PE=1 SV=1",5,2,4,2,2,174.11,7,"Q9D051|ODPB_MOUSE","ODPB_MOUSE"
"RS27A_MOUSE","Rps27a","P62983","Ubiquitin-40S ribosomal protein S27a OS=Mus musculus GN=Rps27a PE=1 SV=2",5,2,4,2,3,173.99,4,"P62983|RS27A_MOUSE","RS27A_MOUSE"
"RB11B_MOUSE","Rab11b","P46638","Ras-related protein Rab-11B OS=Mus musculus GN=Rab11b PE=1 SV=3",4,4,1,4,3,173.74,2,"P46638|RB11B_MOUSE","RB11B_MOUSE"
"ERP29_MOUSE","Erp29","P57759","Endoplasmic reticulum resident protein 29 OS=Mus musculus GN=Erp29 PE=1 SV=2",5,3,4,1,2,173.71,6,"P57759|ERP29_MOUSE","ERP29_MOUSE"
"OAS1A_MOUSE","Oas1a","P11928","2'-5'-oligoadenylate synthase 1A OS=Mus musculus GN=Oas1a PE=1 SV=2",4,1,1,2,2,173.59,4,"P11928|OAS1A_MOUSE","OAS1A_MOUSE"
"LAP2B_MOUSE","Tmpo","Q61029","Lamina-associated polypeptide 2  isoforms beta/delta/epsilon/gamma OS=Mus musculus GN=Tmpo PE=1 SV=4",3,1,2,2,5,173.55,3,"Q61029|LAP2B_MOUSE","LAP2B_MOUSE"
"PSA6_MOUSE","Psma6","Q9QUM9","Proteasome subunit alpha type-6 OS=Mus musculus GN=Psma6 PE=1 SV=1",5,6,3,7,5,173.48,9,"Q9QUM9|PSA6_MOUSE","PSA6_MOUSE"
"COF2_MOUSE","Cfl2","P45591","Cofilin-2 OS=Mus musculus GN=Cfl2 PE=1 SV=1",4,3,2,2,3,173.2,4,"P45591|COF2_MOUSE","COF2_MOUSE"
"GCP60_MOUSE","Acbd3","Q8BMP6","Golgi resident protein GCP60 OS=Mus musculus GN=Acbd3 PE=1 SV=3",1,1,1,2,1,173.14,4,"Q8BMP6|GCP60_MOUSE","GCP60_MOUSE"
"UBP14_MOUSE","Usp14","Q9JMA1","Ubiquitin carboxyl-terminal hydrolase 14 OS=Mus musculus GN=Usp14 PE=1 SV=3",4,3,1,1,1,173.13,6,"Q9JMA1|UBP14_MOUSE","UBP14_MOUSE"
