Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 1,Coverage (%) Sample 2,Coverage (%) Sample 3,Coverage (%) Sample 4,Coverage (%) Sample 5,Area Sample 1,Area Sample 2,Area Sample 3,Area Sample 4,Area Sample 5,#Peptides,#Unique,#Spec Sample 1,#Spec Sample 2,#Spec Sample 3,#Spec Sample 4,#Spec Sample 5,PTM,Avg. Mass,Description
1509,1126,Q08943|SSRP1_MOUSE,140.14,10,8,0,2,0,0,2.67E+06,,4.79E+05,,,3,3,2,0,1,0,0,Carbamidomethylation,80860,FACT complex subunit SSRP1 OS=Mus musculus GN=Ssrp1 PE=1 SV=2
1198,1241,Q8BK64|AHSA1_MOUSE,140.12,16,16,0,9,0,7,8.01E+06,,2.26E+06,,7.30E+05,3,3,3,0,2,0,1,Carbamidomethylation,38117,Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Mus musculus GN=Ahsa1 PE=1 SV=2
1469,1054,Q569Z6|TR150_MOUSE,140.04,6,0,3,1,1,0,,1.86E+06,4.56E+05,1.43E+06,,3,3,0,1,1,1,0,,108178,Thyroid hormone receptor-associated protein 3 OS=Mus musculus GN=Thrap3 PE=1 SV=1
1201,1030,P17563|SBP1_MOUSE,140.04,13,0,9,2,5,2,,2.86E+06,2.93E+06,4.65E+06,8.81E+06,5,5,0,2,1,2,1,Deamidation (NQ),52514,Selenium-binding protein 1 OS=Mus musculus GN=Selenbp1 PE=1 SV=2
1201,1048,Q63836|SBP2_MOUSE,140.04,13,0,9,2,5,2,,2.86E+06,2.93E+06,4.65E+06,8.81E+06,5,5,0,2,1,2,1,Deamidation (NQ),52610,Selenium-binding protein 2 OS=Mus musculus GN=Selenbp2 PE=1 SV=2
588,1140,P62281|RS11_MOUSE,138.81,25,25,18,13,18,18,5.35E+07,2.14E+07,1.57E+07,3.39E+07,3.55E+07,4,4,5,4,2,3,4,Carbamidomethylation,18431,40S ribosomal protein S11 OS=Mus musculus GN=Rps11 PE=1 SV=3
1109,1268,Q922D4|PP6R3_MOUSE,138.68,4,4,4,0,3,3,1.03E+06,1.78E+06,,1.16E+06,8.45E+05,2,2,2,2,0,1,1,Carbamidomethylation,94653,Serine/threonine-protein phosphatase 6 regulatory subunit 3 OS=Mus musculus GN=Ppp6r3 PE=1 SV=1
1507,1120,Q91WK2|EIF3H_MOUSE,138.49,14,5,0,0,6,3,5.46E+05,,,4.76E+06,1.34E+07,3,3,1,0,0,1,1,,39832,Eukaryotic translation initiation factor 3 subunit H OS=Mus musculus GN=Eif3h PE=1 SV=1
1709,1783,O88712|CTBP1_MOUSE,138.44,7,7,0,0,7,0,1.77E+06,,,7.29E+05,,2,2,1,0,0,1,0,Carbamidomethylation,47745,C-terminal-binding protein 1 OS=Mus musculus GN=Ctbp1 PE=1 SV=2
612,1177,Q9CZX8|RS19_MOUSE,138.26,24,16,23,16,7,16,2.82E+07,3.59E+07,3.99E+06,3.87E+07,3.95E+07,7,7,3,5,2,2,5,,16085,40S ribosomal protein S19 OS=Mus musculus GN=Rps19 PE=1 SV=3
1615,1265,Q7TMY8|HUWE1_MOUSE,138.26,1,1,0,1,0,0,5.02E+05,,5.48E+05,,,2,2,1,0,1,0,0,Carbamidomethylation,482640,E3 ubiquitin-protein ligase HUWE1 OS=Mus musculus GN=Huwe1 PE=1 SV=5
804,1456,P63168|DYL1_MOUSE,138.19,37,25,37,25,37,37,5.12E+06,2.60E+06,3.07E+06,2.51E+07,3.50E+07,2,2,2,3,2,2,3,Carbamidomethylation,10366,Dynein light chain 1  cytoplasmic OS=Mus musculus GN=Dynll1 PE=1 SV=1
972,1123,Q9WV54|ASAH1_MOUSE,138.11,12,5,5,9,12,9,5.61E+05,1.23E+06,9.92E+05,1.79E+06,1.73E+06,3,3,1,1,2,3,2,,44670,Acid ceramidase OS=Mus musculus GN=Asah1 PE=1 SV=1
599,676,P01899|HA11_MOUSE,137.7,18,15,10,6,10,10,1.14E+07,2.16E+07,1.70E+06,6.87E+06,1.67E+07,5,3,4,4,2,3,4,Carbamidomethylation,40836,H-2 class I histocompatibility antigen  D-B alpha chain OS=Mus musculus GN=H2-D1 PE=1 SV=2
1193,1301,Q3UZ39|LRRF1_MOUSE,137.14,7,3,3,0,3,7,2.72E+06,5.93E+05,,5.61E+06,7.77E+06,2,2,1,1,0,1,2,,79249,Leucine-rich repeat flightless-interacting protein 1 OS=Mus musculus GN=Lrrfip1 PE=1 SV=2
1136,864,Q9R0G8|NRK_MOUSE,136.75,4,0,0,0,3,3,,,,7.27E+06,9.26E+06,4,4,0,0,0,3,3,,163647,Nik-related protein kinase OS=Mus musculus GN=Nrk PE=1 SV=2
1108,1052,Q9WTR1|TRPV2_MOUSE,136.53,7,4,0,3,4,0,1.59E+06,,2.33E+05,2.08E+06,,4,4,2,0,1,3,0,Carbamidomethylation,85965,Transient receptor potential cation channel subfamily V member 2 OS=Mus musculus GN=Trpv2 PE=1 SV=2
1132,796,Q9D7G0|PRPS1_MOUSE,136.51,24,5,2,12,2,4,,,2.24E+06,,,6,1,1,1,2,1,1,Carbamidomethylation,34834,Ribose-phosphate pyrophosphokinase 1 OS=Mus musculus GN=Prps1 PE=1 SV=4
1049,1220,P97363|SPTC2_MOUSE,136.46,8,0,7,5,7,3,,1.37E+06,2.37E+06,1.90E+06,1.69E+06,3,3,0,2,2,2,1,Deamidation (NQ),62982,Serine palmitoyltransferase 2 OS=Mus musculus GN=Sptlc2 PE=1 SV=2
1062,1319,P30681|HMGB2_MOUSE,136.3,20,20,7,7,7,20,1.21E+07,4.33E+05,3.67E+06,9.70E+06,1.42E+07,3,3,2,1,1,1,2,,24162,High mobility group protein B2 OS=Mus musculus GN=Hmgb2 PE=1 SV=3
929,1056,Q921I1|TRFE_MOUSE,136.1,6,3,1,3,6,1,1.19E+06,,8.44E+05,3.89E+06,,3,2,2,1,2,3,1,Carbamidomethylation,76724,Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1
1098,1002,G5E829|AT2B1_MOUSE,136.08,4,1,0,3,1,3,,,2.15E+06,,2.58E+05,3,2,1,0,2,1,2,,134747,Plasma membrane calcium-transporting ATPase 1 OS=Mus musculus GN=Atp2b1 PE=1 SV=1
1098,1014,Q6Q477|AT2B4_MOUSE,136.08,4,1,0,3,1,3,,,2.15E+06,,2.58E+05,3,2,1,0,2,1,2,,133068,Plasma membrane calcium-transporting ATPase 4 OS=Mus musculus GN=Atp2b4 PE=1 SV=1
1154,902,P46460|NSF_MOUSE,135.94,7,2,2,0,6,2,4.09E+06,4.26E+06,,9.20E+06,2.70E+06,4,4,1,1,0,3,1,Carbamidomethylation,82613,Vesicle-fusing ATPase OS=Mus musculus GN=Nsf PE=1 SV=2
1317,1205,Q61035|SYHC_MOUSE,135.94,9,4,4,0,0,4,5.11E+06,1.07E+07,,,1.80E+06,3,3,2,1,0,0,1,,57432,Histidine--tRNA ligase  cytoplasmic OS=Mus musculus GN=Hars PE=1 SV=2
794,711,O35286|DHX15_MOUSE,135.9,8,3,2,5,4,4,4.43E+06,5.02E+06,7.02E+06,1.53E+07,1.34E+07,5,5,2,1,3,3,3,Carbamidomethylation,91007,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Mus musculus GN=Dhx15 PE=1 SV=2
1508,1124,Q91YT0|NDUV1_MOUSE,135.88,14,7,0,0,4,3,1.41E+06,,,3.81E+06,1.06E+06,3,3,1,0,0,1,1,Carbamidomethylation,50834,NADH dehydrogenase [ubiquinone] flavoprotein 1  mitochondrial OS=Mus musculus GN=Ndufv1 PE=1 SV=1
1188,992,Q6PDQ2|CHD4_MOUSE,135.69,3,0,1,1,1,2,,1.01E+05,2.82E+06,3.92E+06,7.32E+06,3,3,0,1,1,1,2,Carbamidomethylation,217749,Chromodomain-helicase-DNA-binding protein 4 OS=Mus musculus GN=Chd4 PE=1 SV=1
862,677,P62196|PRS8_MOUSE,135.69,22,9,11,9,8,3,6.35E+06,5.80E+06,2.50E+06,4.99E+06,1.68E+06,6,5,2,3,3,2,1,Carbamidomethylation; Deamidation (NQ),45626,26S proteasome regulatory subunit 8 OS=Mus musculus GN=Psmc5 PE=1 SV=1
849,1121,P62849|RS24_MOUSE,135.5,29,29,20,20,20,18,2.74E+07,2.59E+07,7.14E+06,1.08E+07,2.22E+06,4,4,3,2,2,2,2,,15423,40S ribosomal protein S24 OS=Mus musculus GN=Rps24 PE=1 SV=1
1120,1058,O35598|ADA10_MOUSE,135.13,7,4,3,5,2,0,4.74E+06,0.00E+00,2.51E+06,1.86E+06,,3,3,2,1,2,1,0,Carbamidomethylation; Deamidation (NQ),83968,Disintegrin and metalloproteinase domain-containing protein 10 OS=Mus musculus GN=Adam10 PE=1 SV=2
1235,906,Q62419|SH3G1_MOUSE,134.98,16,0,7,0,4,9,,2.80E+05,,6.11E+05,2.97E+06,4,3,0,2,0,1,2,Carbamidomethylation,41518,Endophilin-A2 OS=Mus musculus GN=Sh3gl1 PE=1 SV=1
897,1511,P56565|S10A1_MOUSE,134.78,33,19,19,16,33,19,1.13E+06,3.46E+06,1.80E+06,3.82E+06,6.24E+06,3,3,1,2,2,2,3,Deamidation (NQ),10505,Protein S100-A1 OS=Mus musculus GN=S100a1 PE=1 SV=2
1168,1411,Q9R233|TPSN_MOUSE,134.72,12,12,0,12,5,5,1.03E+07,,4.74E+06,6.98E+06,5.67E+06,2,2,2,0,2,1,1,Carbamidomethylation,49736,Tapasin OS=Mus musculus GN=Tapbp PE=1 SV=2
876,1019,Q9ERG0|LIMA1_MOUSE,134.71,6,6,3,4,5,3,1.32E+07,1.39E+07,3.11E+06,6.93E+06,6.41E+06,3,3,3,1,3,2,1,,84060,LIM domain and actin-binding protein 1 OS=Mus musculus GN=Lima1 PE=1 SV=3
969,1116,Q4VAA2|CDV3_MOUSE,134.7,26,12,26,12,12,14,2.70E+06,2.33E+06,1.66E+06,8.71E+05,7.67E+06,3,3,1,3,1,1,3,,29729,Protein CDV3 OS=Mus musculus GN=Cdv3 PE=1 SV=2
768,1217,Q8K2Q7|BROX_MOUSE,134.31,15,12,15,12,12,12,3.70E+06,7.33E+06,1.72E+06,3.85E+06,8.04E+06,3,3,2,3,2,3,3,,46202,BRO1 domain-containing protein BROX OS=Mus musculus GN=Brox PE=1 SV=1
918,1897,Q8VEN2|PLET1_MOUSE,134.21,8,8,8,6,8,6,1.21E+07,1.29E+07,2.28E+06,1.93E+07,4.55E+06,2,2,3,2,1,3,1,,25006,Placenta-expressed transcript 1 protein OS=Mus musculus GN=Plet1 PE=1 SV=1
1059,1053,P52624|UPP1_MOUSE,134.18,23,12,19,16,12,12,6.26E+04,6.67E+06,4.08E+06,1.88E+06,1.15E+06,3,3,1,2,2,1,1,Carbamidomethylation; Deamidation (NQ),34086,Uridine phosphorylase 1 OS=Mus musculus GN=Upp1 PE=1 SV=2
1119,1049,Q9D7X3|DUS3_MOUSE,134.17,23,0,9,7,16,16,,1.43E+06,1.76E+06,6.06E+06,3.91E+06,3,3,0,1,1,2,2,Carbamidomethylation,20472,Dual specificity protein phosphatase 3 OS=Mus musculus GN=Dusp3 PE=1 SV=1
1071,907,P62331|ARF6_MOUSE,134.11,33,21,18,6,6,9,7.44E+06,7.02E+06,1.55E+06,2.90E+06,3.12E+06,4,4,2,2,1,1,1,,20082,ADP-ribosylation factor 6 OS=Mus musculus GN=Arf6 PE=1 SV=2
1046,849,Q920B9|SP16H_MOUSE,134,6,2,2,0,1,6,5.32E+05,3.53E+05,,4.09E+06,5.28E+06,4,4,1,1,0,1,4,Carbamidomethylation; Deamidation (NQ),119825,FACT complex subunit SPT16 OS=Mus musculus GN=Supt16h PE=1 SV=2
913,1115,Q61584|FXR1_MOUSE,133.92,8,6,6,6,6,6,5.63E+06,1.47E+06,1.24E+06,1.34E+06,1.39E+06,3,3,2,2,2,2,2,,76222,Fragile X mental retardation syndrome-related protein 1 OS=Mus musculus GN=Fxr1 PE=1 SV=2
1101,1270,P27612|PLAP_MOUSE,133.68,5,2,3,3,5,3,4.26E+05,8.30E+05,7.23E+05,2.24E+06,9.04E+05,2,2,1,1,1,2,1,,87221,Phospholipase A-2-activating protein OS=Mus musculus GN=Plaa PE=1 SV=4
851,1155,P00405|COX2_MOUSE,133.66,30,30,13,9,13,19,1.65E+07,1.63E+07,3.91E+06,5.16E+06,1.70E+07,4,4,3,2,1,2,3,Carbamidomethylation,25976,Cytochrome c oxidase subunit 2 OS=Mus musculus GN=Mtco2 PE=1 SV=1
987,995,P61202|CSN2_MOUSE,133.55,12,9,6,6,6,9,5.02E+06,2.96E+06,1.90E+06,1.70E+06,4.42E+06,3,3,2,1,1,1,3,Carbamidomethylation,51597,COP9 signalosome complex subunit 2 OS=Mus musculus GN=Cops2 PE=1 SV=1
1142,1342,O35609|SCAM3_MOUSE,133.34,10,5,5,5,5,5,1.95E+06,8.66E+06,2.49E+06,4.15E+06,6.06E+06,3,3,1,1,2,1,1,,38458,Secretory carrier-associated membrane protein 3 OS=Mus musculus GN=Scamp3 PE=1 SV=3
970,1117,Q9Z1D1|EIF3G_MOUSE,133.25,19,9,19,14,0,10,6.64E+06,1.00E+07,4.92E+06,,2.18E+06,4,4,2,4,2,0,1,Carbamidomethylation; Deamidation (NQ),35638,Eukaryotic translation initiation factor 3 subunit G OS=Mus musculus GN=Eif3g PE=1 SV=2
1309,1365,O08539|BIN1_MOUSE,133.01,6,3,0,6,0,3,2.30E+06,,3.53E+06,,3.37E+06,2,2,1,0,2,0,1,,64470,Myc box-dependent-interacting protein 1 OS=Mus musculus GN=Bin1 PE=1 SV=1
889,973,P97496|SMRC1_MOUSE,133,8,2,4,0,3,7,8.17E+05,2.29E+06,,1.48E+06,2.84E+06,4,3,2,3,0,1,4,Carbamidomethylation; Deamidation (NQ),122890,SWI/SNF complex subunit SMARCC1 OS=Mus musculus GN=Smarcc1 PE=1 SV=2
1026,1407,P61924|COPZ1_MOUSE,132.85,29,19,11,29,29,11,1.00E+06,2.65E+06,3.20E+06,4.52E+05,2.71E+04,2,2,1,1,3,2,1,Deamidation (NQ),20198,Coatomer subunit zeta-1 OS=Mus musculus GN=Copz1 PE=1 SV=1
1161,1104,Q62433|NDRG1_MOUSE,132.85,13,13,4,0,4,4,6.23E+06,4.61E+06,,6.61E+06,4.30E+06,3,3,3,1,0,1,1,,43009,Protein NDRG1 OS=Mus musculus GN=Ndrg1 PE=1 SV=1
1191,800,Q9JLQ0|CD2AP_MOUSE,132.72,10,3,8,2,0,0,4.77E+05,6.88E+06,2.95E+05,,,4,4,1,3,1,0,0,Carbamidomethylation,70450,CD2-associated protein OS=Mus musculus GN=Cd2ap PE=1 SV=3
933,669,Q11011|PSA_MOUSE,132.69,7,1,2,3,6,1,2.30E+06,3.85E+06,3.55E+06,8.46E+06,1.88E+06,5,5,1,1,2,4,1,,103325,Puromycin-sensitive aminopeptidase OS=Mus musculus GN=Npepps PE=1 SV=2
584,718,Q9Z204|HNRPC_MOUSE,132.55,19,11,13,11,8,8,3.62E+07,5.93E+07,4.36E+07,3.49E+07,3.49E+07,5,5,4,4,4,3,3,,34385,Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Mus musculus GN=Hnrnpc PE=1 SV=1
1027,1426,Q91VR5|DDX1_MOUSE,132.38,6,6,3,3,0,3,4.47E+06,1.93E+06,2.16E+06,,1.17E+06,2,2,3,2,2,0,1,,82500,ATP-dependent RNA helicase DDX1 OS=Mus musculus GN=Ddx1 PE=1 SV=1
660,1893,P84099|RL19_MOUSE,132.27,9,9,9,9,9,9,1.15E+07,4.33E+07,3.47E+06,3.73E+07,5.11E+07,2,2,2,3,1,4,5,Deamidation (NQ),23466,60S ribosomal protein L19 OS=Mus musculus GN=Rpl19 PE=1 SV=1
1130,724,Q5XJY5|COPD_MOUSE,132.26,15,5,3,2,2,5,8.23E+05,7.99E+05,1.28E+06,3.67E+05,1.26E+07,5,5,1,1,1,1,2,,57230,Coatomer subunit delta OS=Mus musculus GN=Arcn1 PE=1 SV=2
1364,1419,O54830|PR7A1_MOUSE,132.25,21,21,9,9,0,0,2.38E+06,5.17E+05,5.80E+05,,,2,2,2,1,1,0,0,,29828,Prolactin-7A1 OS=Mus musculus GN=Prl7a1 PE=2 SV=2
1069,1436,Q9CQX2|CYB5B_MOUSE,132.01,34,10,23,34,34,23,3.99E+06,1.32E+07,7.43E+06,6.09E+06,3.21E+06,2,2,1,1,2,2,1,,16318,Cytochrome b5 type B OS=Mus musculus GN=Cyb5b PE=1 SV=1
1006,1062,Q60766|IRGM1_MOUSE,131.96,11,11,2,6,2,2,1.01E+07,9.51E+06,3.86E+06,4.70E+06,7.26E+06,3,3,3,1,2,1,1,,46552,Immunity-related GTPase family M protein 1 OS=Mus musculus GN=Irgm1 PE=1 SV=1
680,1591,P97379|G3BP2_MOUSE,131.92,8,8,8,2,8,8,1.93E+06,7.28E+06,,1.18E+06,5.44E+06,3,1,2,4,2,3,4,,54088,Ras GTPase-activating protein-binding protein 2 OS=Mus musculus GN=G3bp2 PE=1 SV=2
852,1175,Q9CQI6|COTL1_MOUSE,131.54,36,25,19,25,36,36,1.72E+07,7.62E+06,8.86E+06,1.72E+07,1.25E+07,3,3,2,1,2,3,3,Carbamidomethylation,15944,Coactosin-like protein OS=Mus musculus GN=Cotl1 PE=1 SV=3
1396,1883,P62317|SMD2_MOUSE,131.54,16,16,16,0,15,15,5.54E+06,1.01E+07,,8.20E+05,1.96E+05,2,2,1,1,0,1,1,,13527,Small nuclear ribonucleoprotein Sm D2 OS=Mus musculus GN=Snrpd2 PE=1 SV=1
1048,1036,Q99J77|SIAS_MOUSE,131.12,13,8,8,9,5,0,5.92E+06,9.16E+06,5.95E+06,3.17E+06,,3,3,2,2,2,1,0,,40024,Sialic acid synthase OS=Mus musculus GN=Nans PE=1 SV=1
926,1275,Q9CQF9|PCYOX_MOUSE,130.94,8,4,8,4,4,4,3.92E+06,4.03E+06,1.20E+06,1.37E+06,2.97E+06,2,2,2,3,1,1,2,,56495,Prenylcysteine oxidase OS=Mus musculus GN=Pcyox1 PE=1 SV=1
940,1341,Q923D2|BLVRB_MOUSE,130.85,17,9,17,8,17,17,3.69E+06,1.33E+06,6.24E+06,2.37E+07,2.50E+07,2,2,1,2,1,2,3,Carbamidomethylation,22197,Flavin reductase (NADPH) OS=Mus musculus GN=Blvrb PE=1 SV=3
564,1010,O35114|SCRB2_MOUSE,130.76,9,8,8,6,6,6,2.02E+07,1.20E+07,3.39E+06,1.66E+07,7.69E+06,4,3,5,4,2,4,3,Oxidation (M); Deamidation (NQ),54044,Lysosome membrane protein 2 OS=Mus musculus GN=Scarb2 PE=1 SV=3
1435,1253,P56546|CTBP2_MOUSE,130.52,12,0,12,4,0,0,,3.57E+06,6.02E+05,,,2,2,0,2,1,0,0,Carbamidomethylation,48957,C-terminal-binding protein 2 OS=Mus musculus GN=Ctbp2 PE=1 SV=2
1082,1418,Q9CQU5|ZWINT_MOUSE,129.99,23,23,23,0,10,14,3.93E+06,2.23E+06,,1.05E+06,0.00E+00,2,2,3,2,0,1,1,Carbamidomethylation,28713,ZW10 interactor OS=Mus musculus GN=Zwint PE=1 SV=1
559,1149,P14131|RS16_MOUSE,129.59,23,14,21,14,22,23,4.05E+07,1.08E+08,8.32E+06,1.56E+07,3.40E+07,7,7,2,5,2,5,5,,16445,40S ribosomal protein S16 OS=Mus musculus GN=Rps16 PE=1 SV=4
755,1160,P07146|TRY2_MOUSE,129.5,20,6,0,6,20,20,3.38E+07,,1.42E+07,4.14E+07,4.48E+07,6,6,2,0,2,4,5,Carbamidomethylation; Deamidation (NQ),26204,Anionic trypsin-2 OS=Mus musculus GN=Prss2 PE=1 SV=1
974,1182,P21278|GNA11_MOUSE,129.44,12,12,4,5,5,4,8.05E+06,5.22E+05,8.42E+05,2.74E+05,8.11E+05,3,3,4,1,2,1,1,Carbamidomethylation,42024,Guanine nucleotide-binding protein subunit alpha-11 OS=Mus musculus GN=Gna11 PE=1 SV=1
1065,1366,Q9JII5|DAZP1_MOUSE,129.27,8,8,4,4,4,4,1.36E+07,3.15E+06,9.64E+05,3.80E+06,1.27E+06,3,3,2,1,1,2,1,Carbamidomethylation,43214,DAZ-associated protein 1 OS=Mus musculus GN=Dazap1 PE=1 SV=2
1506,1095,Q62219|TGFI1_MOUSE,128.99,12,12,0,0,0,0,1.27E+07,,,,,3,3,3,0,0,0,0,Carbamidomethylation,50101,Transforming growth factor beta-1-induced transcript 1 protein OS=Mus musculus GN=Tgfb1i1 PE=1 SV=2
645,709,P35279|RAB6A_MOUSE,128.58,29,11,18,23,17,12,1.02E+07,2.37E+07,1.34E+07,1.65E+07,9.99E+06,5,4,2,3,6,3,2,,23590,Ras-related protein Rab-6A OS=Mus musculus GN=Rab6a PE=1 SV=4
1010,1272,Q6ZQH8|NU188_MOUSE,128.46,4,4,1,1,1,1,2.07E+06,4.74E+05,1.28E+06,2.27E+06,1.32E+06,3,3,3,1,2,1,1,Carbamidomethylation,196694,Nucleoporin NUP188 homolog OS=Mus musculus GN=Nup188 PE=1 SV=2
1151,736,Q8BT60|CPNE3_MOUSE,128.37,13,4,6,0,4,0,1.58E+06,6.18E+06,,4.63E+05,,5,3,2,3,0,1,0,Carbamidomethylation,59585,Copine-3 OS=Mus musculus GN=Cpne3 PE=1 SV=2
1241,1152,Q91V64|ISOC1_MOUSE,128.32,15,10,0,5,5,5,3.09E+06,,2.07E+06,3.66E+06,3.26E+06,3,3,2,0,1,1,1,,32033,Isochorismatase domain-containing protein 1 OS=Mus musculus GN=Isoc1 PE=1 SV=1
1430,1242,O88643|PAK1_MOUSE,128.2,9,3,3,0,3,0,,2.44E+06,,,,3,1,1,1,0,1,0,Carbamidomethylation,60737,Serine/threonine-protein kinase PAK 1 OS=Mus musculus GN=Pak1 PE=1 SV=1
1209,1358,Q8R050|ERF3A_MOUSE,128.17,6,6,4,4,4,0,4.83E+06,9.82E+05,1.60E+06,1.87E+06,,2,2,2,1,1,1,0,Carbamidomethylation,68626,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Mus musculus GN=Gspt1 PE=1 SV=2
1667,1378,Q9CRA5|GOLP3_MOUSE,128.13,18,8,10,0,0,0,7.53E+05,4.80E+05,,,,2,2,1,1,0,0,0,,33752,Golgi phosphoprotein 3 OS=Mus musculus GN=Golph3 PE=1 SV=1
459,931,Q9CQQ7|AT5F1_MOUSE,128.07,21,16,10,10,15,16,3.42E+07,2.33E+07,2.42E+07,3.15E+07,2.65E+07,4,4,5,4,4,5,5,,28949,ATP synthase F(0) complex subunit B1  mitochondrial OS=Mus musculus GN=Atp5f1 PE=1 SV=1
1202,1033,Q8BKE6|CP20A_MOUSE,128.05,11,0,2,4,7,5,,2.94E+06,4.71E+06,4.01E+06,4.60E+05,3,3,0,1,1,2,1,,52149,Cytochrome P450 20A1 OS=Mus musculus GN=Cyp20a1 PE=1 SV=1
751,916,Q91WQ3|SYYC_MOUSE,127.99,9,8,4,7,3,3,7.29E+06,4.21E+06,4.38E+06,3.27E+06,3.98E+06,5,5,4,2,4,2,1,Carbamidomethylation,59105,Tyrosine--tRNA ligase  cytoplasmic OS=Mus musculus GN=Yars PE=1 SV=3
875,951,Q91YE6|IPO9_MOUSE,127.96,7,4,3,4,4,3,3.43E+06,1.88E+06,2.96E+06,1.69E+06,1.24E+06,4,4,3,2,2,2,1,Carbamidomethylation,116052,Importin-9 OS=Mus musculus GN=Ipo9 PE=1 SV=3
1077,1158,Q6DFW4|NOP58_MOUSE,127.95,7,7,2,5,0,2,1.43E+07,4.17E+06,4.88E+06,,1.07E+06,3,3,3,1,2,0,1,Carbamidomethylation,60343,Nucleolar protein 58 OS=Mus musculus GN=Nop58 PE=1 SV=1
725,1190,Q9D6P8|CALL3_MOUSE,127.84,40,10,35,0,10,37,,3.14E+06,,,3.34E+03,5,2,3,2,0,2,6,Oxidation (M); Deamidation (NQ),16701,Calmodulin-like protein 3 OS=Mus musculus GN=Calml3 PE=2 SV=1
1208,1350,Q9WV60|GSK3B_MOUSE,127.84,11,11,0,0,5,11,4.46E+06,,,9.29E+05,3.84E+06,2,2,2,0,0,1,2,,46710,Glycogen synthase kinase-3 beta OS=Mus musculus GN=Gsk3b PE=1 SV=2
1031,1497,Q9CQR2|RS21_MOUSE,127.78,30,30,0,0,30,17,1.26E+07,,,2.36E+07,5.43E+06,3,3,3,0,0,4,1,,9141,40S ribosomal protein S21 OS=Mus musculus GN=Rps21 PE=1 SV=1
763,966,P62245|RS15A_MOUSE,127.76,28,18,18,11,23,22,6.07E+07,3.67E+07,2.72E+07,6.39E+07,5.64E+07,4,4,2,2,2,4,3,,14840,40S ribosomal protein S15a OS=Mus musculus GN=Rps15a PE=1 SV=2
1313,847,Q91ZX7|LRP1_MOUSE,127.64,1,0,0,0,1,0,,3.29E+06,,1.14E+07,,4,4,0,1,0,3,0,Carbamidomethylation,504745,Prolow-density lipoprotein receptor-related protein 1 OS=Mus musculus GN=Lrp1 PE=1 SV=1
1029,1483,Q9WUM5|SUCA_MOUSE,127.59,8,8,5,5,8,8,1.67E+07,1.53E+07,9.95E+06,1.62E+07,1.36E+07,2,2,2,1,1,2,2,Carbamidomethylation,36155,Succinate--CoA ligase [ADP/GDP-forming] subunit alpha  mitochondrial OS=Mus musculus GN=Suclg1 PE=1 SV=4
1067,1415,P51807|DYLT1_MOUSE,127.54,37,21,16,37,0,16,9.70E+05,1.72E+06,1.47E+06,,1.11E+06,2,2,1,2,2,0,2,Carbamidomethylation,12483,Dynein light chain Tctex-type 1 OS=Mus musculus GN=Dynlt1 PE=1 SV=1
1166,1197,Q9CYA0|CREL2_MOUSE,127.12,12,7,4,5,5,5,7.85E+06,7.67E+05,3.48E+06,4.98E+06,3.38E+06,3,3,2,1,1,1,1,Carbamidomethylation,38220,Cysteine-rich with EGF-like domain protein 2 OS=Mus musculus GN=Creld2 PE=1 SV=1
1157,969,P62746|RHOB_MOUSE,126.98,34,9,9,12,0,22,,,9.90E+05,,,4,1,1,1,1,0,3,Carbamidomethylation,22123,Rho-related GTP-binding protein RhoB OS=Mus musculus GN=Rhob PE=1 SV=1
1315,1196,O35593|PSDE_MOUSE,126.88,25,11,0,18,7,0,2.55E+06,,8.75E+05,1.33E+06,,3,3,1,0,2,1,0,,34577,26S proteasome non-ATPase regulatory subunit 14 OS=Mus musculus GN=Psmd14 PE=1 SV=2
1040,1021,Q9CPY7|AMPL_MOUSE,126.77,8,6,3,2,3,3,9.47E+06,1.69E+07,2.26E+06,4.33E+06,5.14E+06,3,3,2,1,1,1,2,Carbamidomethylation; Deamidation (NQ),56141,Cytosol aminopeptidase OS=Mus musculus GN=Lap3 PE=1 SV=3
1021,920,Q99JW4|LIMS1_MOUSE,126.72,16,13,8,8,0,4,7.46E+06,6.67E+06,2.85E+06,,4.41E+06,4,4,3,2,2,0,1,Carbamidomethylation,37240,LIM and senescent cell antigen-like-containing domain protein 1 OS=Mus musculus GN=Lims1 PE=1 SV=3
1075,1146,Q8BPB0|MOB1B_MOUSE,126.67,21,21,5,10,0,11,6.03E+06,3.21E+06,3.08E+05,,6.89E+06,3,3,3,1,1,0,2,,25091,MOB kinase activator 1B OS=Mus musculus GN=Mob1b PE=1 SV=3
1075,1147,Q921Y0|MOB1A_MOUSE,126.67,21,21,5,10,0,11,6.03E+06,3.21E+06,3.08E+05,,6.89E+06,3,3,3,1,1,0,2,,25080,MOB kinase activator 1A OS=Mus musculus GN=Mob1a PE=2 SV=3
